InspectionID,DefectCategory,SeverityWeight
26140,Late Delivery,3.5
26147,Missing Parts,4.0
26157,Late Delivery,3.5
26164,Falta de Produto,2.5
26165,Wrong Item,4.0
26172,Missing Parts,3.5
26183,Late Delivery,3.5
26185,Misleading Ad,3.5
26198,Late Delivery,4.0
26201,Late Delivery,3.5
26217,Late Delivery,4.0
26232,Late Delivery,3.5
26234,No Issue,1.0
26238,Late Delivery,3.5
26240,Late Delivery,3.5
26243,Poor Quality,3.5
26248,INVENT,2.0
26258,Poor Quality,3.5
26260,No Opinion Given,1.0
26263,Late Delivery,4.0
26264,Missing Parts,3.5
26271,Missing Parts,3.5
26275,Wrong Item,3.5
26281,INVENT,3.5
26305,Late Delivery,3.5
26307,Late Delivery,4.0
26316,Late Delivery,3.5
26318,Late Delivery,4.0
26328,Late Delivery,3.5
26334,Late Delivery,3.5
26339,Late Delivery,3.5
26344,Produto Camelô,3.5
26346,Late Delivery,3.5
26348,INVENT,3.5
26349,Late Delivery,3.5
26358,Wrong Item,4.0
26364,Inadequate Packaging,3.5
26372,Poor Quality,4.0
26379,Late Delivery,3.5
26391,Damaged Goods,3.5
26393,Poor Quality,4.0
26401,INVENT,1.0
26404,Wrong Item,4.0
26409,No Issue,1.0
26424,INVENT,3.5
26427,Poor Quality,4.0
26429,Late Delivery,3.5
26444,Late Delivery,3.5
26454,Late Delivery,3.5
26458,Delayed Confirmation,3.5
26459,Poor Quality,4.0
26460,Wrong Item,3.5
26469,Wrong Item,3.5
26476,INVENT,3.5
26482,Missing Parts,3.5
26486,No Item,4.0
26492,Poor Quality,3.5
26494,Wrong Item,4.0
26495,Late Delivery,3.5
26496,Weak Construction,3.5
26501,Wrong Item,3.5
26507,Late Delivery,4.0
26508,No Fit,1.0
26520,Late Delivery,3.5
26525,Late Delivery,3.5
26528,Notificação Falha,3.5
26533,Wrong Item,4.0
26536,Damaged Goods,4.0
26546,Missing Parts,5.0
26555,Choked Package,3.5
26562,Wrong Item,3.5
26564,Missing Parts,3.5
26569,Wrong Item,4.0
26570,Late Delivery,4.0
26597,Late Delivery,3.5
26604,No Delivery Stamped,4.0
26608,Wrong Item,4.0
26609,Incerteza,3.5
26639,Missing Parts,3.5
26647,Wrong Item,4.0
26670,Wrong Item,4.0
26674,Late Delivery,3.5
26692,Late Delivery,3.5
26697,Late Delivery,3.5
26698,INVENT,3.5
26705,Late Delivery,3.5
26714,No Issue,1.0
26715,Missing Parts,2.0
26720,Late Delivery,4.0
26731,Zero Atendimento péssimo,3.5
26736,Late Delivery,4.0
26738,Tarde Atrasada,2.0
26744,Missing Parts,3.5
26748,INVENT,3.5
26750,Wrong Item,4.0
26754,Late Delivery,3.5
26757,Poor Quality,3.5
26761,No Issue,1.0
26768,Late Delivery,3.5
26774,Late Delivery,3.5
26779,Total Absurdity,4.0
26785,Late Delivery,3.5
26787,Poor Fit,3.5
26794,Late Delivery,3.5
26799,Missing Parts,3.5
26806,Aguardando receber,1.0
26810,Voltage Mismatch,3.5
26816,Price Variation,4.0
26819,INVENT,3.5
26820,Mismatch,3.5
26821,Late Delivery,3.5
26822,Entrega Tranquila,1.0
26826,Wrong Item,4.0
26836,Late Delivery,3.5
26839,Missing Parts,3.5
26844,Wrong Item,4.0
26849,Missing Parts,3.5
26872,Wrong Item,4.0
26882,Frágil,3.5
26886,No Arrival,5.0
26905,Not Applicable,2.0
26909,Missing Parts,4.0
26917,No Fit,3.5
26918,ExpectationsNotMet,3.5
26920,Late Delivery,3.5
26923,Missing Parts,3.5
26927,Damaged Goods,3.5
26930,Missing Parts,3.5
26932,Wrong Item,4.0
26935,Late Delivery,4.0
26941,Poor Quality,4.0
26942,Poor Quality,4.0
26946,Poor Quality,4.0
26950,Wrong Item,4.0
26955,Late Delivery,3.5
26962,Wrong Item,4.0
26963,Late Delivery,3.5
26965,Late Delivery,4.0
26969,Wrong Item,4.0
26971,Late Delivery,3.5
26972,Poor Quality,4.0
26973,Missing Parts,3.5
26975,Missing Parts,3.5
26988,Late Delivery,3.5
26990,NAO,1.0
26994,Damaged Goods,3.5
27002,Late Delivery,3.5
27010,INVENT,1.0
27021,Late Delivery,3.5
27022,Wrong Item,4.0
27027,Late Delivery,3.5
27031,Mismatch,3.5
27042,INVENT,3.5
27043,Late Delivery,3.5
27045,Poor Quality,3.5
27055,Wrong Item,3.5
27062,Wrong Item,4.0
27065,Late Delivery,3.5
27071,Wrong Item,4.0
27090,INVENT,1.0
27094,Wrong Item,3.5
27101,Late Delivery,3.5
27106,Late Delivery,4.0
27108,Missing Parts,3.5
27115,No Issue,1.0
27120,Delayed Delivery,3.5
27127,Wrong Item,3.5
27129,Late Delivery,3.5
27143,Fit for Purpose,3.5
27144,Wrong Item,3.5
27159,Late Delivery,3.5
27164,Missing Parts,3.5
27169,Late Delivery,4.0
27172,Late Delivery,4.0
27179,INVENT,1.0
27189,Missing Parts,4.0
27201,Late Delivery,3.5
27204,Wrong Item,4.0
27205,Wrong Item,4.0
27206,INVENT,1.0
27208,Poor Quality,4.0
27210,Bom produto,1.0
27214,Late Delivery,4.0
27227,Late Delivery,4.0
27228,Damaged Goods,3.5
27236,Late Delivery,4.0
27237,Late Delivery,3.5
27246,Wrong Item,4.0
27247,Late Delivery,4.0
27250,Late Delivery,4.0
27268,Corrosão na Bateria,4.0
27270,Wrong Item,4.0
27277,Wrong Item,3.5
27285,Defective Product,4.0
27309,Late Delivery,3.5
27313,Poor Quality,4.0
27317,Missing Parts,4.0
27319,Poor Quality,3.5
27327,Missing Parts,3.5
27328,Late Delivery,3.5
27347,Missing Parts,3.5
27356,Late Delivery,3.5
27362,Rude Response,3.5
27369,Missing Parts,3.5
27373,Missing Parts,3.5
27380,Late Delivery,3.5
27411,Wrong Item,4.0
27424,Communication Issue,3.5
27429,Wrong Item,4.0
27435,Poor Quality,4.0
27436,Wrong Item,4.0
27445,Missing Parts,4.0
27447,Product Variance,3.5
27448,Not Arrived,3.5
27464,Late Delivery,4.0
27466,Late Delivery,3.5
27475,Late Delivery,3.5
27477,Wrong Item,4.0
27485,Late Delivery,3.5
27489,Late Delivery,3.5
27494,Late Delivery,3.5
27497,Not Received,5.0
27508,Wrong Item,4.0
27535,Wrong Item,4.0
27536,Missing Parts,3.5
27558,No Issue,1.0
27585,Late Delivery,3.5
27589,Item Not Arrived,5.0
27606,Late Delivery,4.0
27609,Propaganda,3.5
27613,Wrong Item,4.0
27616,Poor Quality,4.0
27620,Wrong Item,4.0
27628,Wrong Item,4.0
27638,Cancellation Issues,4.0
27651,No Arrival,5.0
27660,Poor Quality,3.5
27667,Wrong Item,4.0
27675,Late Delivery,3.5
27689,No Delivery,5.0
27693,INVENT,3.5
27701,Wrong Item,4.0
27702,Missing Parts,3.5
27705,Late Delivery,3.5
27707,Late Delivery,4.0
27722,INVENTED CATEGORY,2.5
27723,Wrong Item,4.0
27726,Missing Parts,3.5
27730,Late Delivery,3.5
27734,Late Delivery,3.5
27742,Late Delivery,4.0
27744,Wrong Item,4.0
27746,Missing Parts,3.5
27749,Late Delivery,3.5
27759,Late Delivery,4.0
27768,INVENT,3.5
27792,Bom produto ruim,3.5
27796,Late Delivery,3.5
27808,Wrong Item,4.0
27822,Late Delivery,4.0
27825,Product Defect,4.0
27836,Damaged Goods,3.5
27854,Late Delivery,3.5
27861,Wrong Item,4.0
27865,Missing Parts,3.5
27874,Cancelamento,3.5
27875,INVENT,3.5
27877,Wrong Item,4.0
27884,Wrong Item,3.5
27895,Poor Quality,3.5
27902,Missing Parts,3.5
27904,Late Delivery,3.5
27923,Wrong Item,4.0
27934,Late Delivery,4.0
27937,Late Delivery,3.5
27940,Wrong Item,4.0
27952,Late Delivery,4.0
27953,Late Delivery,3.5
27956,Late Delivery,4.0
27973,Poor Quality,3.5
27974,Damaged Goods,4.0
27977,Late Delivery,3.5
27979,Late Delivery,3.5
27987,Poor Quality,3.5
27990,Late Delivery,4.0
27994,Late Delivery,3.5
27996,INVENT,3.5
28007,Late Delivery,4.0
28012,No Fit,3.5
28015,Late Delivery,3.5
28027,Late Delivery,4.0
28034,Late Delivery,3.5
28039,Late Delivery,1.0
28042,Rude Support,4.0
28052,Missing Parts,3.5
28053,Late Delivery,3.5
28057,INVENT,2.0
28058,Not Responding,3.5
28067,Pobre Qualidade,4.0
28079,Late Delivery,3.5
28086,Wrong Item,3.5
28099,Not Received,3.5
28100,Late Delivery,3.5
28107,Late Delivery,3.5
28114,Wrong Item,4.0
28122,Not Received,5.0
28126,Late Delivery,3.5
28131,Não Recebido,5.0
28132,Não recomendo,3.5
28134,Missing Parts,4.0
28147,No Delivery,5.0
28167,No Fit,1.0
28172,Não Compre Produtos,4.0
28176,Late Delivery,3.5
28178,Wrong Item,3.5
28187,Wrong Item,3.5
28193,Not Delivered,4.0
28194,Late Delivery,4.0
28197,Wrong Item,4.0
28207,Wrong Item,4.0
28208,Misleading Info,3.5
28239,Non Functional,4.0
28244,Poor Quality,3.5
28252,Late Delivery,3.5
28255,Missing Parts,4.0
28261,Product Mismatch,4.0
28274,Poor Quality,3.5
28277,Late Delivery,3.5
28293,Wrong Item,4.0
28298,Late Delivery,4.0
28305,Late Delivery,3.5
28307,Late Delivery,4.0
28334,Rude Customer Service,3.5
28336,INVENT,3.5
28345,Rude Service,3.5
28352,No Delivery,5.0
28367,Poor Quality,3.5
28371,Wrong Item,4.0
28373,Late Delivery,3.5
28395,Late Delivery,4.0
28409,Late Delivery,3.5
28419,Missing Parts,3.5
28427,Incongruence,3.5
28434,Late Delivery,3.5
28436,No Delivery,5.0
28439,Late Delivery,4.0
28459,Late Delivery,3.5
28463,Late Delivery,3.5
28464,Wrong Item,4.0
28468,Missing Parts,3.5
28490,Missing Parts,3.5
28503,Poor Quality,3.5
28506,Wrong Item,3.5
28512,Missing Parts,3.5
28513,INVENT,1.0
28519,Late Delivery,3.5
28520,Missing Parts,3.5
28523,Poor Quality,4.0
28526,Missing Parts,4.0
28527,Não Recebido,4.0
28528,Rude Support,4.0
28539,Poor Quality,4.0
28543,Late Delivery,3.5
28545,Wrong Item,4.0
28559,Missing Parts,3.5
28563,Sem opinião,1.0
28567,Wrong Item,3.5
28570,Wrong Item,4.0
28574,Missing Parts,4.0
28581,Late Delivery,4.0
28586,Missing Parts,3.5
28588,Late Delivery,3.5
28598,Late Delivery,3.5
28608,Wrong Item,4.0
28613,Missing Parts,4.0
28626,Late Delivery,4.0
28634,Poor Quality,3.5
28635,Wrong Item,4.0
28643,Late Delivery,4.0
28646,Late Delivery,3.5
28657,Invent,3.5
28658,Missing Parts,3.5
28668,INVENT,3.5
28671,No Fit,3.5
28681,Não Chegou,5.0
28696,Wrong Item,3.5
28700,INVENTED CATEGORY,2.5
28706,Late Delivery,1.0
28708,Late Delivery,3.5
28710,Não Recebimento,3.5
28718,Wrong Item,4.0
28745,Late Delivery,4.0
28751,No Arrival,5.0
28780,Late Delivery,3.5
28788,Poor Quality,3.0
28791,Poor Quality,4.0
28800,Counterfeit Product,4.0
28829,Wrong Item,4.0
28832,Late Delivery,3.5
28839,Size Mismatch,4.0
28850,Late Delivery,3.5
28851,No Delivery,5.0
28862,INVENT,1.0
28864,Wrong Item,4.0
28869,INVENT,3.5
28878,Cancelled Purchase,3.5
28883,Poor Quality,3.5
28884,Item Not Available,4.0
28898,No Issue,1.0
28907,Late Delivery,3.5
28919,Late Delivery,4.0
28924,Wrong Item,4.0
28931,Wrong Item,4.0
28944,Late Delivery,4.0
28949,Missing Parts,3.5
28972,Wrong Item,3.5
28974,Poor Quality,3.5
28978,Incomplete Order,2.5
28979,Confusion,3.5
28988,Poor Quality,4.0
29010,Late Delivery,3.5
29015,Wrong Item,4.0
29021,Late Delivery,4.0
29024,Missing Parts,3.5
29030,Product Variance,3.5
29041,Late Delivery,3.5
29049,No Issue Found,1.0
29055,Late Delivery,4.0
29057,Late Delivery,3.5
29074,Wrong Item,4.0
29077,Late Delivery,3.5
29091,Wrong Item,4.0
29103,Late Delivery,4.0
29107,Late Delivery,4.0
29119,Wrong Item,4.0
29125,Poor Quality,3.5
29137,Late Delivery,3.5
29140,INVENT,3.5
29150,Category,2.5
29160,Missing Parts,3.5
29189,Missing Parts,3.5
29203,Not Conforming,3.5
29220,INVENT,3.5
29222,Wrong Item,3.5
29232,INVENT,1.0
29233,Missing Parts,3.5
29237,Late Delivery,4.0
29238,Só Recebido,4.0
29240,Não recebi,5.0
29242,Late Delivery,3.5
29248,Missing Parts,3.5
29252,Late Delivery,4.0
29253,Quality,3.5
29258,Missing Parts,3.5
29261,Dripping,4.0
29266,Late Delivery,4.0
29271,Late Delivery,3.5
29272,Produto filma mas não grava áudio de voz,2.5
29277,"Valor cobrado no cartão 4x61,13",2.5
29280,Late Delivery,3.5
29284,Late Delivery,3.5
29288,Poor Quality,3.0
29301,Late Delivery,3.5
29314,Misalignment,3.5
29323,INVENT,3.5
29330,Missing Parts,3.5
29337,Late Delivery,3.5
29341,Late Delivery,3.5
29375,Late Delivery,3.5
29390,Late Delivery,3.5
29392,Wrong Item,4.0
29401,Wrong Item,4.0
29408,Missing Parts,3.5
29414,Late Delivery,3.5
29415,Late Delivery,3.5
29419,Missing Parts,3.5
29438,Missing Parts,3.5
29439,INVENT,3.5
29440,INVENT,1.0
29452,Damaged Goods,4.0
29461,Missing Parts,3.5
29474,Late Delivery,3.5
29490,Missing Parts,3.5
29492,Late Delivery,3.5
29494,Delayed Delivery,3.5
29497,Produto Regular,1.0
29503,Missing Parts,3.5
29504,Poor Quality,4.0
29506,Late Delivery,3.5
29508,Late Delivery,3.5
29513,Late Delivery,4.0
29536,Poor Quality,4.0
29584,N/A,3.5
29600,Wrong Item,4.0
29602,Missing Parts,4.0
29606,Late Delivery,3.5
29612,Wrong Item,4.0
29615,Late Delivery,4.0
29621,Missing Parts,3.5
29622,Late Delivery,4.0
29627,INVENT,3.5
29639,Late Delivery,3.5
29654,Ótima compra,1.0
29659,Desconhecimento do Status,3.5
29665,INVENT,1.0
29673,Late Delivery,3.5
29681,Late Delivery,4.0
29688,Wrong Item,3.5
29699,Late Delivery,4.0
29701,Poor Quality,3.5
29702,Wrong Item,3.5
29705,Late Delivery,3.5
29709,Produto Ok,1.0
29728,Produto Entregue Perfeito,1.0
29746,Late Delivery,3.5
29750,Missing Parts,3.5
29756,Late Delivery,4.0
29760,Missing Parts,3.5
29763,Missing Parts,3.5
29769,No Issue,1.0
29773,INVENT,3.5
29778,Missing Parts,3.5
29786,Wrong Item,4.0
29787,Late Delivery,3.5
29793,Defective Product,4.0
29800,Late Delivery,4.0
29814,Wrong Item,3.5
29816,Wrong Item,3.5
29822,Missing Parts,4.0
29826,Missing Parts,3.5
29830,Late Delivery,3.5
29833,Wrong Item,4.0
29842,Poor Quality,4.0
29848,Late Delivery,3.5
29857,INVENT,3.5
29866,Late Delivery,3.5
29872,Entrega não realizada,2.5
29881,Poor Quality,3.5
29883,Poor Quality,4.0
29894,Late Delivery,4.0
29899,Poor Quality,3.5
29916,Late Delivery,3.5
29918,Poor Quality,4.0
29924,Invent a new category,2.5
29944,Late Delivery,4.0
29948,Late Delivery,3.5
29950,Poor Quality,4.0
29954,Late Delivery,3.5
29966,Poor Quality,4.0
29969,Wrong Item,4.0
29976,Poor Quality,3.5
29994,Late Delivery,3.5
29995,Missing Parts,3.5
29999,Produto Falsificado,4.0
30001,Wrong Item,4.0
30002,Late Delivery,3.5
30007,Wrong Item,4.0
30011,Battery Failure,3.5
30022,Late Delivery,3.5
30033,Wrong Item,3.5
30035,Invent Category,2.5
30043,Produto Incompleto,2.5
30054,Late Delivery,3.5
30055,Late Delivery,3.5
30059,Poor Quality,4.0
30062,Poor Quality,3.5
30064,Late Delivery,3.5
30076,Late Delivery,3.5
30077,Wrong Item,4.0
30086,Wrong Item,3.5
30094,Wrong Item,4.0
30096,Poor Quality,3.5
30098,Late Delivery,4.0
30104,INVENT,3.5
30109,Late Delivery,3.5
30115,Wrong Item,4.0
30119,Damaged Goods,3.5
30121,Wrong Item,4.0
30129,Late Delivery,3.5
30134,Late Delivery,4.0
30138,INVENT,3.5
30179,Late Delivery,4.0
30180,Não Comprei,4.0
30193,Late Delivery,3.5
30195,Wrong Item,3.5
30206,Wrong Item,4.0
30217,Missing Parts,3.5
30223,Late Delivery,4.0
30226,Late Delivery,3.5
30232,Poor Quality,4.0
30233,Late Delivery,3.5
30242,Wrong Item,4.0
30257,Late Delivery,4.0
30259,Missing Parts,3.5
30285,Corrosion,4.0
30288,Not Received,5.0
30294,Empresa está deixando a desejar,3.5
30297,Missing Parts,3.5
30305,Late Delivery,3.5
30314,Wrong Item,3.5
30319,Late Delivery,3.5
30321,Poor Quality,4.0
30326,Missing Parts,4.0
30334,Wrong Item,3.5
30340,Late Delivery,3.5
30352,Late Delivery,4.0
30354,Wrong Item,4.0
30382,Wrong Item,3.5
30384,INVENT,3.5
30388,Wrong Item,3.5
30390,Wrong Item,4.0
30400,Late Delivery,4.0
30401,Wrong Item,4.0
30408,Produto Quebrado,5.0
30414,Late Delivery,3.5
30422,NAÓ,1.0
30423,Late Delivery,3.5
30425,Late Delivery,4.0
30436,Late Delivery,4.0
30441,Not Expectations,3.5
30449,Late Delivery,3.5
30460,Risky Product,4.0
30462,Wrong Item,3.5
30474,Refund Request,3.5
30477,Poor Quality,3.5
30478,Wrong Item,3.5
30479,Late Delivery,3.5
30480,No Arrival,5.0
30482,Late Delivery,3.5
30483,INVENT,3.5
30485,Late Delivery,3.5
30486,Late Delivery,3.5
30497,Wrong Item,3.5
30525,Wrong Item,4.0
30527,Late Delivery,3.5
30534,Wrong Item,4.0
30535,Poor Quality,4.0
30549,Late Delivery,4.0
30550,Customer Service Response Needed,3.5
30556,Late Delivery,4.0
30578,Late Delivery,3.5
30580,Late Delivery,4.0
30586,Wrong Item,4.0
30602,Late Delivery,3.5
30603,Late Delivery,3.5
30604,Late Delivery,4.0
30617,Not Received,5.0
30621,INVENT,3.5
30642,Poor Quality,4.0
30643,Late Delivery,4.0
30644,Quantidade Errada,3.5
30645,Missing Parts,3.5
30646,Late Delivery,3.5
30647,Late Delivery,3.5
30653,Damaged Goods,4.0
30658,Poor Quality,3.5
30661,Late Delivery,3.5
30662,Wrong Item,4.0
30673,Pobre Qualidade,4.0
30715,Wrong Item,4.0
30723,Wrong Item,3.5
30725,INVENT,1.0
30732,Missing Parts,3.5
30733,Wrong Item,3.5
30743,Missing Coverage,3.5
30745,Late Delivery,4.0
30756,Missing Parts,3.5
30766,Product Variance,3.5
30787,Wrong Item,4.0
30808,Late Delivery,3.5
30812,Missing Parts,3.5
30813,Late Delivery,4.0
30817,Late Delivery,3.5
30820,Poor Quality,3.0
30823,Wrong Item,4.0
30824,No Category,1.0
30826,Rude Courier,3.5
30828,Pedido Errado,5.0
30836,Late Delivery,3.5
30837,Correspondência,1.0
30840,Late Delivery,3.5
30846,Late Delivery,3.5
30849,Damaged Goods,3.5
30850,Misleading Title,3.5
30852,Late Delivery,3.5
30854,Missing Parts,3.5
30858,Non-Conforming Parts,4.0
30859,Missing Parts,3.5
30867,Wrong Item,3.5
30869,Missing Parts,3.5
30875,Late Delivery,4.0
30886,Late Delivery,3.5
30899,Item Never Arrived,5.0
30906,Late Delivery,3.5
30910,Missing Parts,3.5
30914,Wrong Item,3.5
30925,Late Delivery,3.5
30937,NAI,3.5
30951,No Fit,3.5
30957,INVENT,1.0
30962,Poor Quality,4.0
30963,Late Delivery,4.0
30965,Wrong Item,3.5
30973,Late Delivery,4.0
30979,Late Delivery,3.5
30983,Wrong Item,4.0
30988,Poor Quality,4.0
30997,INVENT,3.5
31014,Late Delivery,3.5
31016,Late Delivery,3.5
31020,Late Delivery,3.5
31024,Poor Quality,3.5
31061,Missing Parts,3.5
31063,Late Delivery,3.5
31070,Late Delivery,3.5
31076,Missing Parts,3.5
31083,Late Delivery,3.5
31084,Late Delivery,3.5
31086,Late Delivery,3.5
31102,Late Delivery,3.5
31106,Wrong Item,4.0
31121,Late Delivery,3.5
31129,Missing Parts,3.5
31136,Wrong Item,3.5
31137,Missing Parts,3.5
31138,Wrong Item,3.5
31139,Missing Parts,3.5
31142,No Category,3.5
31148,Late Delivery,3.5
31157,Wrong Item,4.0
31158,Late Delivery,3.5
31162,"None of the provided categories fit. 
Invent Category: Packaging",3.0
31171,Late Delivery,3.5
31192,Wrong Item,4.0
31195,Inconvenience,3.5
31201,Late Delivery,4.0
31214,Late Delivery,3.5
31228,Wrong Item,4.0
31242,Late Delivery,3.5
31243,Late Delivery,3.5
31247,Wrong Item,3.5
31250,Wrong Item,4.0
31253,Missing Parts,3.5
31257,Late Delivery,3.5
31272,Late Delivery,4.0
31275,Late Delivery,3.5
31276,Late Delivery,3.5
31278,Produto faltando peças! E com marcas de uso!,2.5
31288,Wrong Item,4.0
31294,Wrong Item,4.0
31299,Wrong Item,4.0
31309,Late Delivery,3.5
31311,Late Delivery,4.0
31317,Poor Quality,4.0
31321,Wrong Item,4.0
31325,Missing Parts,3.5
31327,Poor Quality,4.0
31328,Wrong Item,3.5
31331,Falha,3.5
31335,Late Delivery,2.0
31337,Late Delivery,3.5
31340,Péssimo,5.0
31347,N/A,1.0
31354,Missing Parts,3.5
31355,Wrong Item,3.5
31358,Late Delivery,3.5
31359,Wrong Item,4.0
31360,Poor Quality,3.5
31366,Wrong Item,4.0
31377,Late Delivery,3.5
31381,Missing Parts,3.5
31385,Missing Parts,3.5
31388,Poor Quality,3.5
31401,Late Delivery,1.0
31403,Late Delivery,4.0
31428,Wrong Item,4.0
31429,Late Delivery,4.0
31443,Poor Quality,3.5
31450,Late Delivery,3.5
31454,Late Delivery,4.0
31458,Late Delivery,3.5
31461,Late Delivery,4.0
31463,Wrong Item,4.0
31465,Poor Quality,4.0
31469,Wrong Item,3.5
31481,Missing Parts,3.5
31492,Missing Parts,3.5
31498,Late Delivery,3.5
31501,Reception Failure,3.5
31505,Wrong Item,4.0
31509,Poor Quality,3.5
31513,Wrong Item,4.0
31516,Wrong Item,4.0
31528,NAO_POSSO_AVALIAR,3.5
31529,Poor Quality,4.0
31534,Missing Parts,3.5
31549,Late Delivery,3.5
31551,Poor Quality,3.5
31563,Missing Parts,3.5
31578,Wrong Item,4.0
31581,Late Delivery,3.5
31586,Late Delivery,3.5
31591,Late Delivery,3.5
31593,Rude Courier,3.5
31597,Late Delivery,3.5
31600,INVENT,3.5
31602,Poor Quality,3.5
31605,Missing Parts,3.5
31608,Wrong Item,4.0
31610,Product Size,3.5
31621,Late Delivery,3.5
31627,Late Delivery,3.5
31645,Missing Parts,3.5
31660,Wrong Item,4.0
31681,Late Delivery,3.5
31691,Late Delivery,3.5
31708,No Delivery,4.0
31730,Missing Parts,3.5
31735,Not Received,5.0
31738,Late Delivery,3.5
31739,Misaligned,4.0
31741,Pobre Qualidade,3.5
31745,Not Received,5.0
31749,Wrong Item,4.0
31750,Late Delivery,3.5
31751,Late Delivery,3.5
31759,Late Delivery,3.5
31764,Poor Quality,3.5
31781,Late Delivery,4.0
31784,Poor Quality,4.0
31788,Poor Quality,3.5
31792,Wrong Item,4.0
31798,Late Delivery,3.5
31802,No Fit,1.0
31818,Late Delivery,4.0
31819,Non Functional,4.0
31836,Wrong Item,4.0
31842,Péssimo,5.0
31849,Wrong Item,3.5
31850,Delayed Delivery,3.5
31857,Late Delivery,4.0
31866,Late Delivery,4.0
31867,Communication Issue,3.5
31871,Size Issue,3.5
31872,Wrong Item,3.5
31878,Missing Parts,3.5
31895,INVENT,2.0
31897,Wrong Item,3.5
31908,Poor Quality,4.0
31912,Não Recebido,4.0
31920,Poor Quality,4.0
31933,Wrong Item,4.0
31943,Late Delivery,3.5
31949,Missing Parts,3.5
31976,Chateado,3.5
32009,Missing Parts,3.5
32019,Late Delivery,4.0
32035,Wrong Item,3.5
32049,Late Delivery,3.5
32058,Missing Parts,3.5
32060,Wrong Item,4.0
32067,Wrong Item,3.5
32071,Missing Parts,3.5
32072,Rude Courier,3.5
32086,Item Never Arrived,5.0
32087,Missing Parts,3.5
32088,Wrong Item,3.5
32093,Divergência,3.5
32114,Not Received,5.0
32118,Wrong Item,3.5
32121,Late Delivery,3.5
32125,Late Delivery,3.5
32129,Not Received,5.0
32131,Problema,3.5
32134,INVENT,1.0
32139,Damaged Goods,4.0
32149,Poor Quality,4.0
32159,No New Category,3.5
32162,Missing Parts,2.0
32173,Late Delivery,2.0
32194,Information Missing,3.5
32204,Late Delivery,4.0
32218,Missing Parts,3.5
32231,Missing Parts,4.0
32257,Wrong Item,4.0
32258,No Issue,1.0
32259,Broken Product,4.0
32261,Damaged Goods,3.5
32265,Late Delivery,3.5
32270,No Issue Reported,1.0
32272,Late Delivery,4.0
32279,Late Delivery,4.0
32280,Late Delivery,3.5
32286,Late Delivery,3.5
32287,Wrong Item,3.5
32290,No Delivery,5.0
32297,Wrong Item,4.0
32300,Wrong Item,3.5
32309,Product Not Functional,4.0
32324,Late Delivery,3.5
32328,Late Delivery,3.5
32330,Non Functional,4.0
32336,Material Fraco,4.0
32339,Damaged Goods,3.5
32340,Missing Parts,3.5
32349,Late Delivery,3.5
32353,Missing Parts,3.5
32362,Not Received,5.0
32367,Late Delivery,4.0
32381,Wrong Item,4.0
32383,Late Delivery,3.5
32397,Late Delivery,4.0
32406,Wrong Item,4.0
32407,Missing Parts,4.0
32408,Wrong Item,4.0
32413,Wrong Item,4.0
32414,Late Delivery,3.5
32415,Item Never Arrived,5.0
32426,Wrong Item,4.0
32431,Late Delivery,3.5
32447,Late Delivery,3.5
32456,Late Delivery,3.5
32462,Missing Parts,4.0
32463,Insufficient Quality,3.5
32471,Wrong Item,4.0
32472,INVENT,1.0
32486,Late Delivery,3.5
32488,Péssima compra,4.0
32493,Wrong Item,4.0
32497,Unknown,3.5
32511,INVENT,1.0
32516,Late Delivery,3.5
32528,Late Delivery,3.5
32541,Wrong Item,4.0
32548,Late Delivery,3.5
32554,Late Delivery,3.5
32558,Late Delivery,4.0
32559,Late Delivery,3.5
32561,Damaged Goods,3.5
32565,Missing Parts,3.5
32589,Wrong Item,4.0
32593,Late Delivery,3.5
32597,Late Delivery,3.5
32598,Delay,3.5
32599,Missing Parts,3.5
32602,No Delivery,3.0
32603,Wrong Item,4.0
32608,Late Delivery,3.5
32610,Late Delivery,3.5
32619,Late Delivery,3.5
32623,Late Delivery,3.5
32630,Missing Parts,3.5
32632,Not Received,5.0
32635,Missing Parts,3.5
32645,Late Delivery,3.5
32649,Missing Parts,4.0
32653,Wrong Item,4.0
32657,Unclear,3.5
32666,Wrong Item,4.0
32683,Wrong Item,4.0
32691,Late Delivery,3.5
32707,Late Delivery,3.5
32710,Late Delivery,3.5
32713,Late Delivery,3.5
32735,INVENT,1.0
32764,No Fit,1.0
32766,Not Received,5.0
32768,Late Delivery,3.5
32776,Loss of Confidence,4.0
32790,Poor Quality,3.5
32798,Cancelled Product,3.5
32808,Late Delivery,3.5
32809,Late Delivery,4.0
32811,Color Mismatch,3.5
32819,Poor Quality,3.5
32823,No Fit,1.0
32826,INVENT,1.0
32831,Wrong Item,4.0
32832,Wrong Item,4.0
32837,Late Delivery,3.5
32867,INVENT,3.5
32870,Mislabelled,3.5
32871,Late Delivery,3.5
32873,Late Delivery,4.0
32885,Late Delivery,3.5
32897,Late Delivery,3.5
32898,Poor Quality,4.0
32921,No Satisfaction,3.5
32930,INVENT,3.5
32934,No Delivery Confirmation,3.5
32938,Late Delivery,3.5
32949,Pedido Incompleto,3.5
32975,Poor Quality,4.0
32984,Late Delivery,3.5
33016,INVENT,1.0
33022,Wrong Item,3.5
33043,Wrong Item,4.0
33050,Missing Parts,3.5
33061,Late Delivery,3.5
33063,Wrong Item,3.5
33081,Late Delivery,3.5
33091,Missing Parts,3.5
